"","Season","StandardizedFlow","StandardizedTemperature","Lambda"
"606","Summer",0.5,1.25,0.148619034004673
"607","Fall",0.5,1.25,0.460126777916253
"608","Winter",0.5,1.25,0.741077666050705
"609","Spring",0.75,1.25,0.509250328986276
"610","Summer",0.75,1.25,0.134972934149718
"611","Fall",0.75,1.25,0.475374711912414
"612","Winter",0.75,1.25,0.725926570301854
"613","Spring",1,1.25,0.512261719728563
"614","Summer",1,1.25,0.124763132070709
"615","Fall",1,1.25,0.489792355111134
"616","Winter",1,1.25,0.620375048362302
"617","Spring",1.25,1.25,0.51356301741825
"618","Summer",1.25,1.25,0.116615329419174
"619","Fall",1.25,1.25,0.503585983133722
"620","Winter",1.25,1.25,0.473137672379013
"621","Spring",1.5,1.25,0.51227625170522
"622","Summer",1.5,1.25,0.109689374049609
"623","Fall",1.5,1.25,0.516930659436889
"624","Winter",1.5,1.25,0.339129105535006
"625","Spring",-1.5,1.5,0.452924474096486
"626","Summer",-1.5,1.5,0.28834376838432
"627","Fall",-1.5,1.5,0.281843577337161
"628","Winter",-1.5,1.5,0.185429123170366
"629","Spring",-1.25,1.5,0.468112857338251
"630","Summer",-1.25,1.5,0.253168583582912
"631","Fall",-1.25,1.5,0.295675065291206
"632","Winter",-1.25,1.5,0.22662483224961
"633","Spring",-1,1.5,0.480025394049976
"634","Summer",-1,1.5,0.226161772326987
"635","Fall",-1,1.5,0.313627637721614
"636","Winter",-1,1.5,0.274957540204616
"637","Spring",-0.75,1.5,0.487061662351047
"638","Summer",-0.75,1.5,0.205461925548577
"639","Fall",-0.75,1.5,0.334513703265877
"640","Winter",-0.75,1.5,0.331404589139754
"641","Spring",-0.5,1.5,0.488687781671731
"642","Summer",-0.5,1.5,0.186942979931851
"643","Fall",-0.5,1.5,0.35469285565554
"644","Winter",-0.5,1.5,0.400501101141256
"645","Spring",-0.25,1.5,0.486965801543093
"646","Summer",-0.25,1.5,0.166927890236844
"647","Fall",-0.25,1.5,0.373547150493121
"648","Winter",-0.25,1.5,0.485410612032439
"649","Spring",0,1.5,0.485140729777546
"650","Summer",0,1.5,0.144818132133056
"651","Fall",0,1.5,0.390719322181656
"652","Winter",0,1.5,0.586706689767716
"653","Spring",0.25,1.5,0.484960842844686
"654","Summer",0.25,1.5,0.122991060796594
"655","Fall",0.25,1.5,0.405971705494129
"656","Winter",0.25,1.5,0.696547458132502
"657","Spring",0.5,1.5,0.486838918242276
"658","Summer",0.5,1.5,0.104476430022911
"659","Fall",0.5,1.5,0.419456748134777
"660","Winter",0.5,1.5,0.781679296148443
"661","Spring",0.75,1.5,0.489711798014849
"662","Summer",0.75,1.5,0.0906850381670195
"663","Fall",0.75,1.5,0.431485537247921
"664","Winter",0.75,1.5,0.774414579921553
"665","Spring",1,1.5,0.491908118151868
"666","Summer",1,1.5,0.0810566162277664
"667","Fall",1,1.5,0.442366171128192
"668","Winter",1,1.5,0.64382815549831
"669","Spring",1.25,1.5,0.492017935830787
"670","Summer",1.25,1.5,0.0743286849097175
"671","Fall",1.25,1.5,0.45236604593337
"672","Winter",1.25,1.5,0.46549697787144
"673","Spring",1.5,1.5,0.48913558013609
"674","Summer",1.5,1.5,0.069582036183779
"675","Fall",1.5,1.5,0.461704605046558
"676","Winter",1.5,1.5,0.313963053523543
