,Season,StandardizedFlow,StandardizedTemperature,Lambda,meanFlow,sdFlow,meanTemp,sdTemp,Flow,Temp
245,Spring,0.75,-0.5,0.678767232,0.164927627,0.080264126,10.58272442,1.324704802,0.225125722,9.920372022
246,Summer,0.75,-0.5,1.27959473,0.052218074,0.045882283,16.02298656,0.660846285,0.086629786,15.69256342
247,Fall,0.75,-0.5,0.81091487,0.15686571,0.118468631,7.687613231,1.953109223,0.245717183,6.711058619
248,Winter,0.75,-0.5,0.451971821,0.201612372,0.043500877,1.723267351,0.454017406,0.23423803,1.496258648
249,Spring,1,-0.5,0.693298239,0.164927627,0.080264126,10.58272442,1.324704802,0.245191753,9.920372022
250,Summer,1,-0.5,1.455064883,0.052218074,0.045882283,16.02298656,0.660846285,0.098100356,15.69256342
251,Fall,1,-0.5,0.865213134,0.15686571,0.118468631,7.687613231,1.953109223,0.275334341,6.711058619
252,Winter,1,-0.5,0.419010439,0.201612372,0.043500877,1.723267351,0.454017406,0.245113249,1.496258648
253,Spring,1.25,-0.5,0.707674655,0.164927627,0.080264126,10.58272442,1.324704802,0.265257785,9.920372022
254,Summer,1.25,-0.5,1.645781036,0.052218074,0.045882283,16.02298656,0.660846285,0.109570927,15.69256342
255,Fall,1.25,-0.5,0.922052264,0.15686571,0.118468631,7.687613231,1.953109223,0.304951499,6.711058619
256,Winter,1.25,-0.5,0.387619351,0.201612372,0.043500877,1.723267351,0.454017406,0.255988468,1.496258648
257,Spring,1.5,-0.5,0.721798872,0.164927627,0.080264126,10.58272442,1.324704802,0.285323816,9.920372022
258,Summer,1.5,-0.5,1.851412126,0.052218074,0.045882283,16.02298656,0.660846285,0.121041498,15.69256342
259,Fall,1.5,-0.5,0.981613505,0.15686571,0.118468631,7.687613231,1.953109223,0.334568656,6.711058619
260,Winter,1.5,-0.5,0.358087969,0.201612372,0.043500877,1.723267351,0.454017406,0.266863687,1.496258648
261,Spring,-1.5,-0.25,0.524414016,0.164927627,0.080264126,10.58272442,1.324704802,0.044531438,10.25154822
262,Summer,-1.5,-0.25,0.327571153,0.052218074,0.045882283,16.02298656,0.660846285,-0.01660535,15.85777499
263,Fall,-1.5,-0.25,0.41862168,0.15686571,0.118468631,7.687613231,1.953109223,-0.020837236,7.199335925
264,Winter,-1.5,-0.25,0.720300106,0.201612372,0.043500877,1.723267351,0.454017406,0.136361057,1.609763
265,Spring,-1.25,-0.25,0.541768365,0.164927627,0.080264126,10.58272442,1.324704802,0.06459747,10.25154822
266,Summer,-1.25,-0.25,0.372928916,0.052218074,0.045882283,16.02298656,0.660846285,-0.005134779,15.85777499
267,Fall,-1.25,-0.25,0.449356913,0.15686571,0.118468631,7.687613231,1.953109223,0.008779921,7.199335925
268,Winter,-1.25,-0.25,0.699571991,0.201612372,0.043500877,1.723267351,0.454017406,0.147236276,1.609763
269,Spring,-1,-0.25,0.558559981,0.164927627,0.080264126,10.58272442,1.324704802,0.084663501,10.25154822
270,Summer,-1,-0.25,0.424127224,0.052218074,0.045882283,16.02298656,0.660846285,0.006335791,15.85777499
271,Fall,-1,-0.25,0.480213122,0.15686571,0.118468631,7.687613231,1.953109223,0.038397079,7.199335925
272,Winter,-1,-0.25,0.677920233,0.201612372,0.043500877,1.723267351,0.454017406,0.158111495,1.609763
273,Spring,-0.75,-0.25,0.574409642,0.164927627,0.080264126,10.58272442,1.324704802,0.104729533,10.25154822
274,Summer,-0.75,-0.25,0.482723037,0.052218074,0.045882283,16.02298656,0.660846285,0.017806362,15.85777499
275,Fall,-0.75,-0.25,0.511683678,0.15686571,0.118468631,7.687613231,1.953109223,0.068014237,7.199335925
276,Winter,-0.75,-0.25,0.655197153,0.201612372,0.043500877,1.723267351,0.454017406,0.168986715,1.609763
277,Spring,-0.5,-0.25,0.588967541,0.164927627,0.080264126,10.58272442,1.324704802,0.124795564,10.25154822
278,Summer,-0.5,-0.25,0.550236181,0.052218074,0.045882283,16.02298656,0.660846285,0.029276932,15.85777499
279,Fall,-0.5,-0.25,0.545866873,0.15686571,0.118468631,7.687613231,1.953109223,0.097631394,7.199335925
280,Winter,-0.5,-0.25,0.631258936,0.201612372,0.043500877,1.723267351,0.454017406,0.179861934,1.609763
281,Spring,-0.25,-0.25,0.602210329,0.164927627,0.080264126,10.58272442,1.324704802,0.144861596,10.25154822
282,Summer,-0.25,-0.25,0.627611752,0.052218074,0.045882283,16.02298656,0.660846285,0.040747503,15.85777499
283,Fall,-0.25,-0.25,0.5843806,0.15686571,0.118468631,7.687613231,1.953109223,0.127248552,7.199335925
284,Winter,-0.25,-0.25,0.605985038,0.201612372,0.043500877,1.723267351,0.454017406,0.190737153,1.609763
285,Spring,0,-0.25,0.614607653,0.164927627,0.080264126,10.58272442,1.324704802,0.164927627,10.25154822
286,Summer,0,-0.25,0.715012937,0.052218074,0.045882283,16.02298656,0.660846285,0.052218074,15.85777499
287,Fall,0,-0.25,0.626304517,0.15686571,0.118468631,7.687613231,1.953109223,0.15686571,7.199335925
288,Winter,0,-0.25,0.579316667,0.201612372,0.043500877,1.723267351,0.454017406,0.201612372,1.609763
289,Spring,0.25,-0.25,0.62668485,0.164927627,0.080264126,10.58272442,1.324704802,0.184993659,10.25154822
290,Summer,0.25,-0.25,0.812196029,0.052218074,0.045882283,16.02298656,0.660846285,0.063688644,15.85777499
291,Fall,0.25,-0.25,0.669560677,0.15686571,0.118468631,7.687613231,1.953109223,0.186482868,7.199335925
292,Winter,0.25,-0.25,0.551290913,0.201612372,0.043500877,1.723267351,0.454017406,0.212487591,1.609763
293,Spring,0.5,-0.25,0.638680366,0.164927627,0.080264126,10.58272442,1.324704802,0.20505969,10.25154822
294,Summer,0.5,-0.25,0.918871554,0.052218074,0.045882283,16.02298656,0.660846285,0.075159215,15.85777499
295,Fall,0.5,-0.25,0.713276943,0.15686571,0.118468631,7.687613231,1.953109223,0.216100025,7.199335925
296,Winter,0.5,-0.25,0.522032823,0.201612372,0.043500877,1.723267351,0.454017406,0.223362811,1.609763
297,Spring,0.75,-0.25,0.650655696,0.164927627,0.080264126,10.58272442,1.324704802,0.225125722,10.25154822
298,Summer,0.75,-0.25,1.034889189,0.052218074,0.045882283,16.02298656,0.660846285,0.086629786,15.85777499
299,Fall,0.75,-0.25,0.757950767,0.15686571,0.118468631,7.687613231,1.953109223,0.245717183,7.199335925
300,Winter,0.75,-0.25,0.491770545,0.201612372,0.043500877,1.723267351,0.454017406,0.23423803,1.609763
301,Spring,1,-0.25,0.662564082,0.164927627,0.080264126,10.58272442,1.324704802,0.245191753,10.25154822
302,Summer,1,-0.25,1.160282776,0.052218074,0.045882283,16.02298656,0.660846285,0.098100356,15.85777499
303,Fall,1,-0.25,0.804337075,0.15686571,0.118468631,7.687613231,1.953109223,0.275334341,7.199335925
304,Winter,1,-0.25,0.460845216,0.201612372,0.043500877,1.723267351,0.454017406,0.245113249,1.609763
305,Spring,1.25,-0.25,0.674278139,0.164927627,0.080264126,10.58272442,1.324704802,0.265257785,10.25154822
306,Summer,1.25,-0.25,1.295206941,0.052218074,0.045882283,16.02298656,0.660846285,0.109570927,15.85777499
307,Fall,1.25,-0.25,0.85286522,0.15686571,0.118468631,7.687613231,1.953109223,0.304951499,7.199335925
308,Winter,1.25,-0.25,0.429697227,0.201612372,0.043500877,1.723267351,0.454017406,0.255988468,1.609763
309,Spring,1.5,-0.25,0.685622867,0.164927627,0.080264126,10.58272442,1.324704802,0.285323816,10.25154822
310,Summer,1.5,-0.25,1.439814376,0.052218074,0.045882283,16.02298656,0.660846285,0.121041498,15.85777499
311,Fall,1.5,-0.25,0.903688025,0.15686571,0.118468631,7.687613231,1.953109223,0.334568656,7.199335925
312,Winter,1.5,-0.25,0.398829111,0.201612372,0.043500877,1.723267351,0.454017406,0.266863687,1.609763
313,Spring,-1.5,0,0.51601983,0.164927627,0.080264126,10.58272442,1.324704802,0.044531438,10.58272442
314,Summer,-1.5,0,0.323274792,0.052218074,0.045882283,16.02298656,0.660846285,-0.01660535,16.02298656
315,Fall,-1.5,0,0.40650047,0.15686571,0.118468631,7.687613231,1.953109223,-0.020837236,7.687613231
316,Winter,-1.5,0,0.607560595,0.201612372,0.043500877,1.723267351,0.454017406,0.136361057,1.723267351
317,Spring,-1.25,0,0.532467331,0.164927627,0.080264126,10.58272442,1.324704802,0.06459747,10.58272442
318,Summer,-1.25,0,0.360430541,0.052218074,0.045882283,16.02298656,0.660846285,-0.005134779,16.02298656
319,Fall,-1.25,0,0.435014189,0.15686571,0.118468631,7.687613231,1.953109223,0.008779921,7.687613231
320,Winter,-1.25,0,0.611541788,0.201612372,0.043500877,1.723267351,0.454017406,0.147236276,1.723267351
321,Spring,-1,0,0.548065227,0.164927627,0.080264126,10.58272442,1.324704802,0.084663501,10.58272442
322,Summer,-1,0,0.399039157,0.052218074,0.045882283,16.02298656,0.660846285,0.006335791,16.02298656
323,Fall,-1,0,0.463093523,0.15686571,0.118468631,7.687613231,1.953109223,0.038397079,7.687613231
324,Winter,-1,0,0.613940005,0.201612372,0.043500877,1.723267351,0.454017406,0.158111495,1.723267351
325,Spring,-0.75,0,0.562266988,0.164927627,0.080264126,10.58272442,1.324704802,0.104729533,10.58272442
326,Summer,-0.75,0,0.440175456,0.052218074,0.045882283,16.02298656,0.660846285,0.017806362,16.02298656
327,Fall,-0.75,0,0.491225547,0.15686571,0.118468631,7.687613231,1.953109223,0.068014237,7.687613231
328,Winter,-0.75,0,0.614213503,0.201612372,0.043500877,1.723267351,0.454017406,0.168986715,1.723267351
329,Spring,-0.5,0,0.57459867,0.164927627,0.080264126,10.58272442,1.324704802,0.124795564,10.58272442
330,Summer,-0.5,0,0.485569893,0.052218074,0.045882283,16.02298656,0.660846285,0.029276932,16.02298656
331,Fall,-0.5,0,0.522080182,0.15686571,0.118468631,7.687613231,1.953109223,0.097631394,7.687613231
332,Winter,-0.5,0,0.611684145,0.201612372,0.043500877,1.723267351,0.454017406,0.179861934,1.723267351
333,Spring,-0.25,0,0.58520136,0.164927627,0.080264126,10.58272442,1.324704802,0.144861596,10.58272442
334,Summer,-0.25,0,0.536842048,0.052218074,0.045882283,16.02298656,0.660846285,0.040747503,16.02298656
335,Fall,-0.25,0,0.557277198,0.15686571,0.118468631,7.687613231,1.953109223,0.127248552,7.687613231
336,Winter,-0.25,0,0.605543345,0.201612372,0.043500877,1.723267351,0.454017406,0.190737153,1.723267351
337,Spring,0,0,0.594905353,0.164927627,0.080264126,10.58272442,1.324704802,0.164927627,10.58272442
338,Summer,0,0,0.594905353,0.052218074,0.045882283,16.02298656,0.660846285,0.052218074,16.02298656
339,Fall,0,0,0.594905353,0.15686571,0.118468631,7.687613231,1.953109223,0.15686571,7.687613231
340,Winter,0,0,0.594905353,0.201612372,0.043500877,1.723267351,0.454017406,0.201612372,1.723267351
341,Spring,0.25,0,0.604389482,0.164927627,0.080264126,10.58272442,1.324704802,0.184993659,10.58272442
342,Summer,0.25,0,0.659818301,0.052218074,0.045882283,16.02298656,0.660846285,0.063688644,16.02298656
343,Fall,0.25,0,0.632522215,0.15686571,0.118468631,7.687613231,1.953109223,0.186482868,7.687613231
344,Winter,0.25,0,0.578953514,0.201612372,0.043500877,1.723267351,0.454017406,0.212487591,1.723267351
345,Spring,0.5,0,0.613920758,0.164927627,0.080264126,10.58272442,1.324704802,0.20505969,10.58272442
346,Summer,0.5,0,0.731060195,0.052218074,0.045882283,16.02298656,0.660846285,0.075159215,16.02298656
347,Fall,0.5,0,0.669871095,0.15686571,0.118468631,7.687613231,1.953109223,0.216100025,7.687613231
348,Winter,0.5,0,0.557170989,0.201612372,0.043500877,1.723267351,0.454017406,0.223362811,1.723267351
349,Spring,0.75,0,0.623545736,0.164927627,0.080264126,10.58272442,1.324704802,0.225125722,10.58272442
350,Summer,0.75,0,0.807954153,0.052218074,0.045882283,16.02298656,0.660846285,0.086629786,16.02298656
351,Fall,0.75,0,0.707896485,0.15686571,0.118468631,7.687613231,1.953109223,0.245717183,7.687613231
352,Winter,0.75,0,0.529517704,0.201612372,0.043500877,1.723267351,0.454017406,0.23423803,1.723267351
353,Spring,1,0,0.633153116,0.164927627,0.080264126,10.58272442,1.324704802,0.245191753,10.58272442
354,Summer,1,0,0.889962821,0.052218074,0.045882283,16.02298656,0.660846285,0.098100356,16.02298656
355,Fall,1,0,0.747305093,0.15686571,0.118468631,7.687613231,1.953109223,0.275334341,7.687613231
356,Winter,1,0,0.496560301,0.201612372,0.043500877,1.723267351,0.454017406,0.245113249,1.723267351
357,Spring,1.25,0,0.64251373,0.164927627,0.080264126,10.58272442,1.324704802,0.265257785,10.58272442
358,Summer,1.25,0,0.976778704,0.052218074,0.045882283,16.02298656,0.660846285,0.109570927,16.02298656
359,Fall,1.25,0,0.788380719,0.15686571,0.118468631,7.687613231,1.953109223,0.304951499,7.687613231
360,Winter,1.25,0,0.459561174,0.201612372,0.043500877,1.723267351,0.454017406,0.255988468,1.723267351
361,Spring,1.5,0,0.651341445,0.164927627,0.080264126,10.58272442,1.324704802,0.285323816,10.58272442
362,Summer,1.5,0,1.068275907,0.052218074,0.045882283,16.02298656,0.660846285,0.121041498,16.02298656
363,Fall,1.5,0,0.831228228,0.15686571,0.118468631,7.687613231,1.953109223,0.334568656,7.687613231
364,Winter,1.5,0,0.420290186,0.201612372,0.043500877,1.723267351,0.454017406,0.266863687,1.723267351
365,Spring,-1.5,0.25,0.507163861,0.164927627,0.080264126,10.58272442,1.324704802,0.044531438,10.91390062
366,Summer,-1.5,0.25,0.318324268,0.052218074,0.045882283,16.02298656,0.660846285,-0.01660535,16.18819814
367,Fall,-1.5,0.25,0.390954342,0.15686571,0.118468631,7.687613231,1.953109223,-0.020837236,8.175890537
368,Winter,-1.5,0.25,0.499094333,0.201612372,0.043500877,1.723267351,0.454017406,0.136361057,1.836771703
369,Spring,-1.25,0.25,0.522876516,0.164927627,0.080264126,10.58272442,1.324704802,0.06459747,10.91390062
370,Summer,-1.25,0.25,0.348905372,0.052218074,0.045882283,16.02298656,0.660846285,-0.005134779,16.18819814
371,Fall,-1.25,0.25,0.417606784,0.15686571,0.118468631,7.687613231,1.953109223,0.008779921,8.175890537
372,Winter,-1.25,0.25,0.52070196,0.201612372,0.043500877,1.723267351,0.454017406,0.147236276,1.836771703
373,Spring,-1,0.25,0.537443359,0.164927627,0.080264126,10.58272442,1.324704802,0.084663501,10.91390062
374,Summer,-1,0.25,0.376808514,0.052218074,0.045882283,16.02298656,0.660846285,0.006335791,16.18819814
375,Fall,-1,0.25,0.443339135,0.15686571,0.118468631,7.687613231,1.953109223,0.038397079,8.175890537
376,Winter,-1,0.25,0.542126334,0.201612372,0.043500877,1.723267351,0.454017406,0.158111495,1.836771703
377,Spring,-0.75,0.25,0.550116163,0.164927627,0.080264126,10.58272442,1.324704802,0.104729533,10.91390062
378,Summer,-0.75,0.25,0.402296239,0.052218074,0.045882283,16.02298656,0.660846285,0.017806362,16.18819814
379,Fall,-0.75,0.25,0.468934813,0.15686571,0.118468631,7.687613231,1.953109223,0.068014237,8.175890537
380,Winter,-0.75,0.25,0.562655171,0.201612372,0.043500877,1.723267351,0.454017406,0.168986715,1.836771703
381,Spring,-0.5,0.25,0.560292168,0.164927627,0.080264126,10.58272442,1.324704802,0.124795564,10.91390062
382,Summer,-0.5,0.25,0.42720787,0.052218074,0.045882283,16.02298656,0.660846285,0.029276932,16.18819814
383,Fall,-0.5,0.25,0.497648519,0.15686571,0.118468631,7.687613231,1.953109223,0.097631394,8.175890537
384,Winter,-0.5,0.25,0.58117447,0.201612372,0.043500877,1.723267351,0.454017406,0.179861934,1.836771703
385,Spring,-0.25,0.25,0.568374708,0.164927627,0.080264126,10.58272442,1.324704802,0.144861596,10.91390062
386,Summer,-0.25,0.25,0.454121161,0.052218074,0.045882283,16.02298656,0.660846285,0.040747503,16.18819814
387,Fall,-0.25,0.25,0.530267877,0.15686571,0.118468631,7.687613231,1.953109223,0.127248552,8.175890537
388,Winter,-0.25,0.25,0.596007947,0.201612372,0.043500877,1.723267351,0.454017406,0.190737153,1.836771703
389,Spring,0,0.25,0.575581883,0.164927627,0.080264126,10.58272442,1.324704802,0.164927627,10.91390062
390,Summer,0,0.25,0.4851063,0.052218074,0.045882283,16.02298656,0.660846285,0.052218074,16.18819814
391,Fall,0,0.25,0.563659918,0.15686571,0.118468631,7.687613231,1.953109223,0.15686571,8.175890537
392,Winter,0,0.25,0.604790915,0.201612372,0.043500877,1.723267351,0.454017406,0.201612372,1.836771703
393,Spring,0.25,0.25,0.582741271,0.164927627,0.080264126,10.58272442,1.324704802,0.184993659,10.91390062
394,Summer,0.25,0.25,0.520921749,0.052218074,0.045882283,16.02298656,0.660846285,0.063688644,16.18819814
395,Fall,0.25,0.25,0.595905544,0.15686571,0.118468631,7.687613231,1.953109223,0.186482868,8.175890537
396,Winter,0.25,0.25,0.604554446,0.201612372,0.043500877,1.723267351,0.454017406,0.212487591,1.836771703
397,Spring,0.5,0.25,0.590163831,0.164927627,0.080264126,10.58272442,1.324704802,0.20505969,10.91390062
398,Summer,0.5,0.25,0.561110599,0.052218074,0.045882283,16.02298656,0.660846285,0.075159215,16.18819814
399,Fall,0.5,0.25,0.627677462,0.15686571,0.118468631,7.687613231,1.953109223,0.216100025,8.175890537
400,Winter,0.5,0.25,0.592320929,0.201612372,0.043500877,1.723267351,0.454017406,0.223362811,1.836771703
401,Spring,0.75,0.25,0.597871843,0.164927627,0.080264126,10.58272442,1.324704802,0.225125722,10.91390062
402,Summer,0.75,0.25,0.604652363,0.052218074,0.045882283,16.02298656,0.660846285,0.086629786,16.18819814
403,Fall,0.75,0.25,0.659976729,0.15686571,0.118468631,7.687613231,1.953109223,0.245717183,8.175890537
404,Winter,0.75,0.25,0.566239565,0.201612372,0.043500877,1.723267351,0.454017406,0.23423803,1.836771703
405,Spring,1,0.25,0.605629979,0.164927627,0.080264126,10.58272442,1.324704802,0.245191753,10.91390062
406,Summer,1,0.25,0.650557943,0.052218074,0.045882283,16.02298656,0.660846285,0.098100356,16.18819814
407,Fall,1,0.25,0.693246452,0.15686571,0.118468631,7.687613231,1.953109223,0.275334341,8.175890537
408,Winter,1,0.25,0.526683998,0.201612372,0.043500877,1.723267351,0.454017406,0.245113249,1.836771703
409,Spring,1.25,0.25,0.613037889,0.164927627,0.080264126,10.58272442,1.324704802,0.265257785,10.91390062
410,Summer,1.25,0.25,0.698127055,0.052218074,0.045882283,16.02298656,0.660846285,0.109570927,16.18819814
411,Fall,1.25,0.25,0.727648673,0.15686571,0.118468631,7.687613231,1.953109223,0.304951499,8.175890537
412,Winter,1.25,0.25,0.47681155,0.201612372,0.043500877,1.723267351,0.454017406,0.255988468,1.836771703
413,Spring,1.5,0.25,0.619649894,0.164927627,0.080264126,10.58272442,1.324704802,0.285323816,10.91390062
414,Summer,1.5,0.25,0.746939811,0.052218074,0.045882283,16.02298656,0.660846285,0.121041498,16.18819814
415,Fall,1.5,0.25,0.763277085,0.15686571,0.118468631,7.687613231,1.953109223,0.334568656,8.175890537
416,Winter,1.5,0.25,0.421724786,0.201612372,0.043500877,1.723267351,0.454017406,0.266863687,1.836771703
417,Spring,-1.5,0.5,0.497879591,0.164927627,0.080264126,10.58272442,1.324704802,0.044531438,11.24507682
418,Summer,-1.5,0.5,0.309816674,0.052218074,0.045882283,16.02298656,0.660846285,-0.01660535,16.35340971
419,Fall,-1.5,0.5,0.371519625,0.15686571,0.118468631,7.687613231,1.953109223,-0.020837236,8.664167842
420,Winter,-1.5,0.5,0.407211935,0.201612372,0.043500877,1.723267351,0.454017406,0.136361057,1.950276054
421,Spring,-1.25,0.5,0.512994602,0.164927627,0.080264126,10.58272442,1.324704802,0.06459747,11.24507682
422,Summer,-1.25,0.5,0.334194999,0.052218074,0.045882283,16.02298656,0.660846285,-0.005134779,16.35340971
423,Fall,-1.25,0.5,0.396646306,0.15686571,0.118468631,7.687613231,1.953109223,0.008779921,8.664167842
424,Winter,-1.25,0.5,0.439233603,0.201612372,0.043500877,1.723267351,0.454017406,0.147236276,1.950276054
425,Spring,-1,0.5,0.526660883,0.164927627,0.080264126,10.58272442,1.324704802,0.084663501,11.24507682
426,Summer,-1,0.5,0.353461149,0.052218074,0.045882283,16.02298656,0.660846285,0.006335791,16.35340971
427,Fall,-1,0.5,0.420526375,0.15686571,0.118468631,7.687613231,1.953109223,0.038397079,8.664167842
428,Winter,-1,0.5,0.473249545,0.201612372,0.043500877,1.723267351,0.454017406,0.158111495,1.950276054
429,Spring,-0.75,0.5,0.537906194,0.164927627,0.080264126,10.58272442,1.324704802,0.104729533,11.24507682
430,Summer,-0.75,0.5,0.366511148,0.052218074,0.045882283,16.02298656,0.660846285,0.017806362,16.35340971
431,Fall,-0.75,0.5,0.444603167,0.15686571,0.118468631,7.687613231,1.953109223,0.068014237,8.664167842
432,Winter,-0.75,0.5,0.508810402,0.201612372,0.043500877,1.723267351,0.454017406,0.168986715,1.950276054
433,Spring,-0.5,0.5,0.546032581,0.164927627,0.080264126,10.58272442,1.324704802,0.124795564,11.24507682
434,Summer,-0.5,0.5,0.374677539,0.052218074,0.045882283,16.02298656,0.660846285,0.029276932,16.35340971
435,Fall,-0.5,0.5,0.47225755,0.15686571,0.118468631,7.687613231,1.953109223,0.097631394,8.664167842
436,Winter,-0.5,0.5,0.544917049,0.201612372,0.043500877,1.723267351,0.454017406,0.179861934,1.950276054
437,Spring,-0.25,0.5,0.55175288,0.164927627,0.080264126,10.58272442,1.324704802,0.144861596,11.24507682
438,Summer,-0.25,0.5,0.381107542,0.052218074,0.045882283,16.02298656,0.660846285,0.040747503,16.35340971
439,Fall,-0.25,0.5,0.502376173,0.15686571,0.118468631,7.687613231,1.953109223,0.127248552,8.664167842
440,Winter,-0.25,0.5,0.579580041,0.201612372,0.043500877,1.723267351,0.454017406,0.190737153,1.950276054
441,Spring,0,0.5,0.556685941,0.164927627,0.080264126,10.58272442,1.324704802,0.164927627,11.24507682
442,Summer,0,0.5,0.389132219,0.052218074,0.045882283,16.02298656,0.660846285,0.052218074,16.35340971
443,Fall,0,0.5,0.531400507,0.15686571,0.118468631,7.687613231,1.953109223,0.15686571,8.664167842
444,Winter,0,0.5,0.609177465,0.201612372,0.043500877,1.723267351,0.454017406,0.201612372,1.950276054
445,Spring,0.25,0.5,0.561818003,0.164927627,0.080264126,10.58272442,1.324704802,0.184993659,11.24507682
446,Summer,0.25,0.5,0.400660267,0.052218074,0.045882283,16.02298656,0.660846285,0.063688644,16.35340971
447,Fall,0.25,0.5,0.558884178,0.15686571,0.118468631,7.687613231,1.953109223,0.186482868,8.664167842
448,Winter,0.25,0.5,0.627871156,0.201612372,0.043500877,1.723267351,0.454017406,0.212487591,1.950276054
449,Spring,0.5,0.5,0.567525523,0.164927627,0.080264126,10.58272442,1.324704802,0.20505969,11.24507682
450,Summer,0.5,0.5,0.415721355,0.052218074,0.045882283,16.02298656,0.660846285,0.075159215,16.35340971
451,Fall,0.5,0.5,0.585976871,0.15686571,0.118468631,7.687613231,1.953109223,0.216100025,8.664167842
452,Winter,0.5,0.5,0.628055137,0.201612372,0.043500877,1.723267351,0.454017406,0.223362811,1.950276054
453,Spring,0.75,0.5,0.573746437,0.164927627,0.080264126,10.58272442,1.324704802,0.225125722,11.24507682
454,Summer,0.75,0.5,0.433192473,0.052218074,0.045882283,16.02298656,0.660846285,0.086629786,16.35340971
455,Fall,0.75,0.5,0.613321222,0.15686571,0.118468631,7.687613231,1.953109223,0.245717183,8.664167842
456,Winter,0.75,0.5,0.603280874,0.201612372,0.043500877,1.723267351,0.454017406,0.23423803,1.950276054
457,Spring,1,0.5,0.580027389,0.164927627,0.080264126,10.58272442,1.324704802,0.245191753,11.24507682
458,Summer,1,0.5,0.451775622,0.052218074,0.045882283,16.02298656,0.660846285,0.098100356,16.35340971
459,Fall,1,0.5,0.641138287,0.15686571,0.118468631,7.687613231,1.953109223,0.275334341,8.664167842
460,Winter,1,0.5,0.552833564,0.201612372,0.043500877,1.723267351,0.454017406,0.245113249,1.950276054
461,Spring,1.25,0.5,0.585736679,0.164927627,0.080264126,10.58272442,1.324704802,0.265257785,11.24507682
462,Summer,1.25,0.5,0.470520667,0.052218074,0.045882283,16.02298656,0.660846285,0.109570927,16.35340971
463,Fall,1.25,0.5,0.669551732,0.15686571,0.118468631,7.687613231,1.953109223,0.304951499,8.664167842
464,Winter,1.25,0.5,0.484128675,0.201612372,0.043500877,1.723267351,0.454017406,0.255988468,1.950276054
465,Spring,1.5,0.5,0.590258988,0.164927627,0.080264126,10.58272442,1.324704802,0.285323816,11.24507682
466,Summer,1.5,0.5,0.4888778,0.052218074,0.045882283,16.02298656,0.660846285,0.121041498,16.35340971
467,Fall,1.5,0.5,0.69866635,0.15686571,0.118468631,7.687613231,1.953109223,0.334568656,8.664167842
468,Winter,1.5,0.5,0.40914624,0.201612372,0.043500877,1.723267351,0.454017406,0.266863687,1.950276054
469,Spring,-1.5,0.75,0.488147549,0.164927627,0.080264126,10.58272442,1.324704802,0.044531438,11.57625302
470,Summer,-1.5,0.75,0.297814314,0.052218074,0.045882283,16.02298656,0.660846285,-0.01660535,16.51862128
471,Fall,-1.5,0.75,0.34889322,0.15686571,0.118468631,7.687613231,1.953109223,-0.020837236,9.152445148
472,Winter,-1.5,0.75,0.333118768,0.201612372,0.043500877,1.723267351,0.454017406,0.136361057,2.063780405
473,Spring,-1.25,0.75,0.502788671,0.164927627,0.080264126,10.58272442,1.324704802,0.06459747,11.57625302
474,Summer,-1.25,0.75,0.313629114,0.052218074,0.045882283,16.02298656,0.660846285,-0.005134779,16.51862128
475,Fall,-1.25,0.75,0.372372876,0.15686571,0.118468631,7.687613231,1.953109223,0.008779921,9.152445148
476,Winter,-1.25,0.75,0.370375043,0.201612372,0.043500877,1.723267351,0.454017406,0.147236276,2.063780405
477,Spring,-1,0.75,0.515668617,0.164927627,0.080264126,10.58272442,1.324704802,0.084663501,11.57625302
478,Summer,-1,0.75,0.325089992,0.052218074,0.045882283,16.02298656,0.660846285,0.006335791,16.51862128
479,Fall,-1,0.75,0.394762264,0.15686571,0.118468631,7.687613231,1.953109223,0.038397079,9.152445148
480,Winter,-1,0.75,0.411797292,0.201612372,0.043500877,1.723267351,0.454017406,0.158111495,2.063780405
481,Spring,-0.75,0.75,0.525583997,0.164927627,0.080264126,10.58272442,1.324704802,0.104729533,11.57625302
482,Summer,-0.75,0.75,0.329221253,0.052218074,0.045882283,16.02298656,0.660846285,0.017806362,16.51862128
483,Fall,-0.75,0.75,0.418416498,0.15686571,0.118468631,7.687613231,1.953109223,0.068014237,9.152445148
484,Winter,-0.75,0.75,0.457448955,0.201612372,0.043500877,1.723267351,0.454017406,0.168986715,2.063780405
485,Spring,-0.5,0.75,0.531796025,0.164927627,0.080264126,10.58272442,1.324704802,0.124795564,11.57625302
486,Summer,-0.5,0.75,0.325808091,0.052218074,0.045882283,16.02298656,0.660846285,0.029276932,16.51862128
487,Fall,-0.5,0.75,0.445451581,0.15686571,0.118468631,7.687613231,1.953109223,0.097631394,9.152445148
488,Winter,-0.5,0.75,0.506921342,0.201612372,0.043500877,1.723267351,0.454017406,0.179861934,2.063780405
489,Spring,-0.25,0.75,0.535331218,0.164927627,0.080264126,10.58272442,1.324704802,0.144861596,11.57625302
490,Summer,-0.25,0.75,0.3175515,0.052218074,0.045882283,16.02298656,0.660846285,0.040747503,16.51862128
491,Fall,-0.25,0.75,0.472565568,0.15686571,0.118468631,7.687613231,1.953109223,0.127248552,9.152445148
492,Winter,-0.25,0.75,0.558679637,0.201612372,0.043500877,1.723267351,0.454017406,0.190737153,2.063780405
493,Spring,0,0.75,0.538219234,0.164927627,0.080264126,10.58272442,1.324704802,0.164927627,11.57625302
